1,2,3 
 [证候][MASK]不甚，或午后低热，常随情绪波动而起伏，抑郁不欢，喜叹息，或烦燥易怒，或兼胸胁[MASK]，[MASK][MASK]，泛恶欲呕，或妇女月经不调，[MASK]淡红，[MASK]薄黄，[MASK]弦细数, [证候] 发热不甚，或午后低热，常随情绪波动而起伏，抑郁不欢，喜叹息，或烦燥易怒，或兼胸胁胀痛，口苦咽干，泛恶欲呕，或妇女月经不调，舌质淡红，舌苔薄黄，脉弦细数,"['发热', '胀痛', '口苦', '咽干', '舌质', '舌苔', '脉']"
 [证候][MASK]或[MASK]，胁腹[MASK]，拒按，痛有定处，甚则面色黯黑，肌肤甲错，烦躁不安或如狂，[MASK]紫暗或有瘀斑，脉沉弦或涩, [证候] 发热或潮热，胁腹刺痛，拒按，痛有定处，甚则面色黯黑，肌肤甲错，烦躁不安或如狂，舌质紫暗或有瘀斑，脉沉弦或涩,"['发热', '潮热', '刺痛', '舌质']"
 [治法][MASK]，理气通络, [治法] 活血化瘀，理气通络,['活血化瘀']
 [针灸治疗]可选用[MASK]、膈俞、中冲、阳陵泉、人中、[MASK]门，用泻法, [针灸治疗] 可选用血海、膈俞、中冲、阳陵泉、人中、神门，用泻法,"['血海', '神']"
 [证候][MASK]不甚，午后明显，热难速已，或身热不扬，胸闷脘痞，[MASK]如裹，[MASK]而累，不欲饮食，渴而不欲[MASK]，大便不爽，[MASK]红，苔黄腻，脉濡数, [证候] 发热不甚，午后明显，热难速已，或身热不扬，胸闷脘痞，头重如裹，身重而累，不欲饮食，渴而不欲饮，大便不爽，舌质红，苔黄腻，脉濡数,"['发热', '头重', '身重', '饮', '舌质']"
 [治法]宣畅[MASK]，清热化湿, [治法] 宣畅气机，清热化湿,['气机']
 [MASK]是指肺失宣降、[MASK]上逆、发出咳声或咳吐痰[MASK]的[MASK]病证, 咳嗽是指肺失宣降、肺气上逆、发出咳声或咳吐痰液的肺系病证,"['咳嗽', '肺气', '液', '肺系']"
“咳”指有声无痰，“嗽”是有[MASK]无声，一般为[MASK]声并见，故以[MASK]并称,“咳”指有声无痰， “嗽”是有痰无声，一般为痰声并见，故以咳嗽并称,"['痰', '痰', '咳嗽']"
本证病位主要在[MASK]，故前人有“咳证虽多，无非肺病”的说法，但“五脏六腑皆令人咳，非独[MASK]也”，只要其它[MASK]病变累及肺脏，导致肺失宣降，[MASK]上逆时，均可引起[MASK],本证病位主要在肺系，故前人有“咳证虽多，无非肺病”的说法，但“五脏六腑皆令人咳，非独肺也”，只要其它脏腑病变累及肺脏，导致肺失宣降，肺气上逆时，均可引起咳嗽,"['肺系', '肺', '脏腑', '肺气', '咳嗽']"
现代医学的上呼吸道感染、急慢性支气管炎、肺炎等疾病出现以[MASK]为主症时，可参考本节进行[MASK],现代医学的上呼吸道感染、急慢性支气管炎、肺炎等疾病出现以咳嗽为主症时，可参考本节进行辨证论治,"['咳嗽', '辨证论治']"
 [MASK]一证，首先要分清外感和内伤, 咳嗽一证，首先要分清外感和内伤,['咳嗽']
外感[MASK]，起病较急，病程短，并伴有外感[MASK]，脉证多属[MASK]，治以宣通[MASK]，疏散外邪为主；内伤[MASK]，发病较缓，病程较长，兼有不同的里[MASK]，脉证[MASK]互见，治当调理[MASK]为主,外感咳嗽，起病较急，病程短，并伴有外感表证，脉证多属实证，治以宣通肺气，疏散外邪为主；内伤咳嗽，发病较缓，病程较长，兼有不同的里证，脉证虚实互见，治当调理脏腑为主,"['咳嗽', '表证', '实证', '肺气', '咳嗽', '证', '虚实', '脏腑']"
 [证候][MASK]，[MASK]白稀薄，鼻塞流清涕，喉痒声重，头痛，[MASK]，[MASK]，或见[MASK]全身[MASK]，[MASK]薄白，脉浮或浮紧, [证候] 咳嗽，痰白稀薄，鼻塞流清涕，喉痒声重，头痛，恶寒，无汗，或见发热全身酸痛，舌苔薄白，脉浮或浮紧,"['咳嗽', '痰', '恶寒', '无汗', '发热', '酸痛', '舌苔']"
 [针灸治疗]可选取列缺、合谷、外关、[MASK]俞，用泻法，可加灸, [针灸治疗] 可选取列缺、合谷、外关、肺俞，用泻法，可加灸,['肺']
 [证候][MASK]，咯痰黄稠，或兼[MASK][MASK]，头痛咽痛，汗出口干，[MASK]薄黄，[MASK]浮数, [证候] 咳嗽，咯痰黄稠，或兼发热恶风，头痛咽痛，汗出口干，舌苔薄黄，脉浮数,"['咳嗽', '发热', '恶风', '舌苔', '脉']"
 [针灸治疗]可选取尺泽、曲池、大椎、[MASK]俞，用泻法，也可针刺放血, [针灸治疗] 可选取尺泽、曲池、大椎、肺俞，用泻法，也可针刺放血,['肺']
 [证候][MASK][MASK]少，或[MASK]无痰，或[MASK]粘难咯，或[MASK]带血丝，咳引[MASK]，鼻燥，[MASK]，喉痛，舌尖红，[MASK]薄黄，脉细数, [证候] 咳嗽痰少，或干咳无痰，或痰粘难咯，或痰带血丝，咳引胸痛，鼻燥，咽干，喉痛，舌尖红，舌苔薄黄，脉细数,"['咳嗽', '痰', '干咳', '痰', '痰', '胸痛', '咽干', '舌苔']"
" 二、内伤[MASK]
"," 二、内伤咳嗽
",['咳嗽']
" （一）[MASK]湿[MASK]
"," （一） 痰湿咳嗽
","['痰', '咳嗽']"
 [证候][MASK][MASK]多而白粘，胸脘作闷，[MASK]，[MASK]易倦，舌胖苔白腻，[MASK]濡滑, [证候] 咳嗽痰多而白粘，胸脘作闷，纳呆，身重易倦，舌胖苔白腻，脉濡滑,"['咳嗽', '痰', '纳呆', '身重', '脉']"
 [针灸治疗]可选取[MASK]俞、[MASK]俞、太渊、太白、丰隆、合谷，宜用泻法或加灸, [针灸治疗] 可选取肺俞、脾俞、太渊、太白、丰隆、合谷，宜用泻法或加灸,"['肺', '脾']"
 [证候][MASK]，或[MASK]，或喉中有[MASK]声，[MASK]多色黄，质粘稠，咯痰不爽，或[MASK]中带[MASK]，或咯痰有腥味，胸胁胀满，咳时引痛，或有身热面赤，[MASK]欲[MASK]，[MASK]红，[MASK]黄腻，脉滑数, [证候] 咳嗽，或气促，或喉中有痰声，痰多色黄，质粘稠，咯痰不爽，或痰中带血，或咯痰有腥味，胸胁胀满，咳时引痛，或有身热面赤，口渴欲饮，舌质红，舌苔黄腻，脉滑数,"['咳嗽', '气促', '痰', '痰', '痰', '血', '口渴', '饮', '舌质', '舌苔']"
 [针灸治疗]可选取合谷、大椎、丰隆、鱼际、[MASK]俞，用泻法, [针灸治疗] 可选取合谷、大椎、丰隆、鱼际、肺俞，用泻法,['肺']
 [证候]气逆则咳，[MASK]阵作，[MASK]粘难咯，面红咽干，口干[MASK]，咳引胸胁作痛，[MASK]薄黄少津，脉弦数, [证候] 气逆则咳，咳嗽阵作，痰粘难咯，面红咽干，口干口苦，咳引胸胁作痛，舌苔薄黄少津，脉弦数,"['咳嗽', '痰', '口苦', '舌苔']"
 [治法]清肝降火，泻[MASK]止咳, [治法] 清肝降火，泻肺止咳,['肺']
 [针灸治疗]可选取[MASK]俞、[MASK]俞、经渠、太冲，用泻法, [针灸治疗] 可选取肺俞、肝俞、经渠、太冲，用泻法,"['肺', '肝']"
 [证候][MASK]咯痰清稀，面色zaozi002白，气短懒言，声音低微，喜温[MASK]，[MASK]，容易[MASK]，[MASK]淡嫩，[MASK]虚弱, [证候] 咳嗽咯痰清稀，面色zaozi002白，气短懒言，声音低微，喜温畏寒，自汗，容易感冒，舌质淡嫩，脉虚弱,"['咳嗽', '畏寒', '自汗', '感冒', '舌质', '脉']"
 [治法]益气固表，止嗽除[MASK], [治法] 益气固表，止嗽除痰,['痰']
 [针灸治疗]可选取[MASK]俞、[MASK]、太渊、[MASK]、足三里，用[MASK], [针灸治疗] 可选取肺俞、膻中、太渊、膏肓、足三里，用补法,"['肺', '膻中', '膏肓', '补法']"
 [证候][MASK]无痰，或[MASK]少而粘，或咳痰带血，咽干声嘶，五[MASK]热，午后[MASK]，舌红少津，苔薄，脉细无力或细数, [证候] 干咳无痰，或痰少而粘，或咳痰带血，咽干声嘶，五心烦热，午后潮热，舌红少津，苔薄，脉细无力或细数,"['干咳', '痰', '心烦', '潮热']"
 [针灸治疗]可选取[MASK]俞、[MASK]、足三里、孔最、太溪、[MASK]郄，用[MASK], [针灸治疗] 可选取肺俞、膏肓、足三里、孔最、太溪、阴郄，用补法,"['肺', '膏肓', '阴', '补法']"
喘作为一个[MASK]，可以出现在多种急、慢性疾病过程中，当喘成为这些疾病某一阶段的主症时，即为喘证，是由肺失宣降、[MASK]上逆、肾失摄纳所致,喘作为一个症状，可以出现在多种急、慢性疾病过程中，当喘成为这些疾病某一阶段的主症时，即为喘证，是由肺失宣降、肺气上逆、肾失摄纳所致,"['症状', '肺气']"
 二、[MASK]浊壅盛：恣食肥甘、生冷，或嗜酒伤中，脾失健运，[MASK]湿内生, 二、痰浊壅盛：恣食肥甘、生冷，或嗜酒伤中，脾失健运，痰湿内生,"['痰', '痰']"
[MASK]为生[MASK]之源，肺为贮[MASK]之器，[MASK]浊日盛，上干于[MASK]，[MASK]壅阻，不得宣畅，以致气逆喘促,脾为生痰之源，肺为贮痰之器，痰浊日盛，上干于肺，肺气壅阻，不得宣畅，以致气逆喘促,"['脾', '痰', '痰', '痰', '肺', '肺气']"
若[MASK]蕴化热，或[MASK]火素盛，炼液成[MASK]，[MASK]火交阻于[MASK]，[MASK]壅火迫，[MASK]不得宣降，以致喘促,若痰蕴化热，或肺火素盛，炼液成痰，痰火交阻于肺，痰壅火迫，肺气不得宣降，以致喘促,"['痰', '肺', '痰', '痰', '肺', '痰', '肺气']"
" 【[MASK]】
"," 【辨证论治】
",['辨证论治']
 临床上，辨治喘证时，须辨别[MASK], 临床上，辨治喘证时，须辨别虚实,['虚实']
实喘呼吸深长有余，呼出为快，气粗声高，脉数有力，病势骤急，其治主要在[MASK]，治予祛邪利气；虚喘呼吸短促难续，深吸为快，气怯声低，[MASK]微弱或浮大中空，一般病势徐缓，时轻时重，过劳即甚，治疗着重在[MASK][MASK]两脏，以培补摄纳为主,实喘呼吸深长有余，呼出为快，气粗声高，脉数有力，病势骤急，其治主要在肺，治予祛邪利气；虚喘呼吸短促难续，深吸为快，气怯声低，脉微弱或浮大中空，一般病势徐缓，时轻时重，过劳即甚，治疗着重在肺肾两脏，以培补摄纳为主,"['肺', '脉', '肺', '肾']"
至于[MASK]挟杂、寒热兼见之证，则须分清主次，根据具体情况，适当处理,至于虚实挟杂、寒热兼见之证，则须分清主次，根据具体情况，适当处理,['虚实']
 [针灸治疗]可选取列缺、尺泽、风门、[MASK]俞，用泻法, [针灸治疗] 可选取列缺、尺泽、风门、肺俞，用泻法,['肺']
 [证候]喘逆上[MASK]，胸胀或痛，甚则息粗鼻煽，咳而不爽，咯痰黄稠，身热，烦闷[MASK]，或形寒[MASK]，或大便干结，[MASK]红，[MASK]薄白或黄，[MASK]浮数或滑, [证候] 喘逆上气，胸胀或痛，甚则息粗鼻煽，咳而不爽，咯痰黄稠，身热，烦闷口渴，或形寒身痛，或大便干结，舌质红，舌苔薄白或黄，脉浮数或滑,"['气', '口渴', '身痛', '舌质', '舌苔', '脉']"
 [针灸治疗]可选取合谷、大椎、丰隆、[MASK]、中府、孔最，用泻法, [针灸治疗] 可选取合谷、大椎、丰隆、膻中、中府、孔最，用泻法,['膻中']
 [证候]喘咳痰多而粘，咯吐不利，胸中窒闷，或脘腹胀闷，[MASK][MASK]，口粘不渴，[MASK]白腻，脉滑, [证候] 喘咳痰多而粘，咯吐不利，胸中窒闷，或脘腹胀闷，恶心纳呆，口粘不渴，舌苔白腻，脉滑,"['恶心', '纳呆', '舌苔']"
 [针灸治疗]可选取[MASK]俞、足三里、丰隆、中脘、内关、[MASK]俞，用补泻兼施法, [针灸治疗] 可选取脾俞、足三里、丰隆、中脘、内关、肺俞，用补泻兼施法,"['脾', '肺']"
 [证候]平素忧思气结，复因精神刺激，突然呼吸短促，咽中如窒，或胸闷[MASK]，或[MASK]、[MASK]，或不思饮食，[MASK]淡红，[MASK]薄白，[MASK]弦, [证候] 平素忧思气结，复因精神刺激，突然呼吸短促，咽中如窒，或胸闷胸痛，或失眠、心悸，或不思饮食，舌质淡红，舌苔薄白，脉弦,"['胸痛', '失眠', '心悸', '舌质', '舌苔', '脉']"
 [针灸治疗]可选取[MASK]俞、期门、[MASK]、内关、尺泽，用泻法, [针灸治疗] 可选取肝俞、期门、膻中、内关、尺泽，用泻法,"['肝', '膻中']"
" （一）[MASK][MASK]
"," （一）肺气虚
","['肺', '气虚']"
 [证候]喘促[MASK]，气怯声低，咳声低弱，咳痰稀薄，[MASK]畏风，平素易[MASK]，[MASK]淡，[MASK]细弱, [证候] 喘促短气，气怯声低，咳声低弱，咳痰稀薄，自汗畏风，平素易感冒，舌质淡，脉细弱,"['短气', '自汗', '感冒', '舌质', '脉']"
 [治法]补益[MASK], [治法] 补益肺气,['肺气']
 [针灸治疗]可选取[MASK]俞、太渊、[MASK]、定喘、[MASK]、三阴交，用[MASK], [针灸治疗] 可选取肺俞、太渊、膻中、定喘、膏肓、三阴交，用补法,"['肺', '膻中', '膏肓', '补法']"
 [证候]喘促日久，呼多吸少，动则喘息更甚，[MASK]不得续，形瘦神惫，小便常因咳甚而失禁，汗出，肢冷面青，[MASK]淡，[MASK]沉细, [证候] 喘促日久，呼多吸少，动则喘息更甚，气不得续，形瘦神惫，小便常因咳甚而失禁，汗出，肢冷面青，舌质淡，脉沉细,"['气', '舌质', '脉']"
 本证到了严重阶段，[MASK]肾心三脏同时衰竭，以致喘急加剧，烦躁不安，汗出肢冷，[MASK]浮大无根，为孤阳欲脱之候，须急用参附汤（人参、熟附子）, 本证到了严重阶段，肺肾心三脏同时衰竭，以致喘急加剧，烦躁不安，汗出肢冷，脉浮大无根，为孤阳欲脱之候，须急用参附汤（人参、熟附子）,"['肺', '脉']"
"附：哮[MASK]
","附：哮 证
",['证']
哮证在喘促时有哮鸣声，并有[MASK]浊内伏的宿根、经常反复发作,哮证在喘促时有哮鸣声，并有痰浊内伏的宿根、经常反复发作,['痰']
" 【[MASK]】
"," 【辨证论治】
",['辨证论治']
 哮证发作时主要表现为[MASK]，但有寒热之别：[MASK]为寒[MASK]凝聚，称为冷哮；[MASK]为[MASK]火壅盛，称为热哮, 哮证发作时主要表现为实证，但有寒热之别：寒证为寒痰凝聚，称为冷哮；热证为痰火壅盛，称为热哮,"['实证', '寒证', '痰', '热证', '痰']"
 [证候]呼吸急促，喉中有哮鸣声，咳痰清稀而少，色白呈泡沫状，胸膈满闷如窒，面色晦滞而青，口不渴，或渴喜热饮，[MASK]白滑，[MASK]浮紧，或兼有头痛、[MASK]，[MASK][MASK]等[MASK], [证候] 呼吸急促，喉中有哮鸣声，咳痰清稀而少，色白呈泡沫状，胸膈满闷如窒，面色晦滞而青，口不渴，或渴喜热饮，舌苔白滑，脉象浮紧，或兼有头痛、恶寒，发热无汗等表证,"['舌苔', '脉象', '恶寒', '发热', '无汗', '表证']"
 ［针炙治疗］可选取列缺、尺泽、风门、[MASK]俞、扶突，用泻法, ［针炙治疗］可选取列缺、尺泽、风门、肺俞、扶突，用泻法,['肺']
 [证候]呼吸急促，喉中有哮鸣声，胸闷气粗喘促，咳呛阵作，[MASK]浊稠黄胶粘，胸膈烦闷不安，[MASK][MASK]，[MASK]喜饮，[MASK]红，苔黄腻，[MASK]滑数, [证候] 呼吸急促，喉中有哮鸣声，胸闷气粗喘促，咳呛阵作，痰浊稠黄胶粘，胸膈烦闷不安，面赤自汗，口渴喜饮，舌质红，苔黄腻，脉象滑数,"['痰', '面赤', '自汗', '口渴', '舌质', '脉象']"
或兼头痛、[MASK]、有汗等[MASK],或兼头痛、发热、有汗等表证,"['发热', '表证']"
若表解，喘未平，[MASK][MASK]稠黄，[MASK]热留恋于肺者，可用定喘汤（白果、麻黄、冬花、法半夏、桑白皮、北杏、苏子、黄芩、甘草）,若表解，喘未平，咳嗽痰稠黄，痰热留恋于肺者，可用定喘汤（白果、麻黄、冬花、法半夏、桑白皮、北杏、苏子、黄芩、甘草）,"['咳嗽', '痰', '痰']"
 [证候][MASK][MASK]，[MASK]液清稀，面色zaozi002白，[MASK][MASK]，[MASK]便溏，头面四肢浮肿，舌淡有齿印，苔白，脉濡弱, [证候] 咳嗽短气，痰液清稀，面色zaozi002白，自汗恶风，纳呆便溏，头面四肢浮肿，舌淡有齿印，苔白，脉濡弱,"['咳嗽', '短气', '痰', '自汗', '恶风', '纳呆']"
 ［针炙治疗］可选取定喘、[MASK]、[MASK]俞、太渊、[MASK]俞、足三里、璇玑，用[MASK], ［针炙治疗］可选取定喘、膏肓、肺俞、太渊、脾俞、足三里、璇玑，用补法,"['膏肓', '肺', '脾', '补法']"
 [证候][MASK][MASK]，[MASK][MASK]，动则[MASK]，腰膝酸软，[MASK]，[MASK][MASK]，舌淡脉弱, [证候] 咳嗽短气，自汗恶风，动则气促，腰膝酸软，耳鸣，遗精盗汗，舌淡脉弱,"['咳嗽', '短气', '自汗', '恶风', '气促', '耳鸣', '遗精', '盗汗']"
" [治法][MASK][MASK]双补
"," [治法] 肺肾双补
","['肺', '肾']"
 [方药]四君子汤（党参、白术、茯苓、[MASK]甘草）合金水六君煎（陈皮、法半夏、茯苓、甘草、熟地、当归）, [方药] 四君子汤（党参、白术、茯苓、炙甘草）合金水六君煎（陈皮、法半夏、茯苓、甘草、熟地、当归）,['炙']
若[MASK][MASK]为主加北芪，淮山；若以肾虚为主加杜仲，怀牛膝，菟丝子，仙灵脾之类,若肺气虚为主加北芪，淮山；若以肾虚为主加杜仲，怀牛膝，菟丝子，仙灵脾之类,"['肺', '气虚']"
 [证候]哮证发作期间，突见吐泻，筋惕肉瞤，神气怯倦，面色青紫，汗出如油，四肢厥冷，脉微欲绝，[MASK]青黯，苔白滑, [证候] 哮证发作期间，突见吐泻，筋惕肉瞤，神气怯倦，面色青紫，汗出如油，四肢厥冷，脉微欲绝，舌色青黯，苔白滑,['舌色']
 [治法][MASK]救脱, [治法] 回阳救脱,['回阳']
 ［针炙治疗］可选取定喘、[MASK]俞、太渊、内关、[MASK]门，加灸百会、关元、[MASK]，用[MASK], ［针炙治疗］可选取定喘、肺俞、太渊、内关、神门，加灸百会、关元、命门，用补法,"['肺', '神', '命门', '补法']"
血证的范围广泛，本节只讨论衄[MASK]、[MASK]、[MASK]、[MASK]、[MASK]等几种不同部位的出血[MASK],血证的范围广泛，本节只讨论衄血、咯血、吐血、尿血、便血等几种不同部位的出血证,"['血', '咯血', '吐血', '尿血', '便血', '证']"
" 【[MASK][MASK]】
"," 【病因病机】
","['病因', '病机']"
 一、热伤[MASK]：火热损伤[MASK]，血得热则行，热迫血行，血溢脉外而出血, 一、热伤血络：火热损伤血络，血得热则行，热迫血行，血溢脉外而出血,"['血络', '血络']"
实热可由外感[MASK]，内蕴积热，[MASK]郁化火，[MASK]肝火盛所致；虚热多由久病热病伤阴，或[MASK]劳欲，阴血暗耗，阴虚火亢，虚火妄动，损伤[MASK]而出血,实热可由外感热邪，内蕴积热，气郁化火，心肝火盛所致；虚热多由久病热病伤阴，或七情劳欲，阴血暗耗，阴虚火亢，虚火妄动，损伤络脉而出血,"['热邪', '气', '心', '七情', '络脉']"
分析出血的原因，按照病程中[MASK]主次等具体情况酌情处理,分析出血的原因，按照病程中标本主次等具体情况酌情处理,['标本']
治热，实热当[MASK]，虚热宜[MASK]降火,治热，实热当清热泻火，虚热宜滋阴降火,"['清热泻火', '滋阴']"
治气，多用于[MASK]宜益气摄血,治气，多用于气虚宜益气摄血,['气虚']
至于出血暴急、量多以致[MASK]随血脱者，又当急则治其标，宜益气救脱,至于出血暴急、量多以致气随血脱者，又当急则治其标，宜益气救脱,['气']
治血，血热妄行者，治以凉血止血；[MASK]内阻者，治以化瘀止血,治血，血热妄行者，治以凉血止血；瘀血内阻者，治以化瘀止血,['瘀血']
 [证候]鼻衄鲜红，鼻燥口干，鼻中气息觉热，或[MASK]，舌红，[MASK]薄黄，脉滑数, [证候] 鼻衄鲜红，鼻燥口干，鼻中气息觉热，或咳嗽，舌红，舌苔薄黄，脉滑数,"['咳嗽', '舌苔']"
 [证候]鼻衄，[MASK]引饮，鼻燥[MASK]，[MASK][MASK]，[MASK]红，苔黄，脉洪数, [证候] 鼻衄，口渴引饮，鼻燥口臭，烦躁便秘，舌质红，苔黄，脉洪数,"['口渴', '口臭', '烦躁', '便秘', '舌质']"
 [证候]鼻衄，头痛，眩晕，口干[MASK]，目赤易怒，舌边红，苔黄，脉弦数, [证候] 鼻衄，头痛，眩晕，口干心烦，目赤易怒，舌边红，苔黄，脉弦数,['心烦']
多为[MASK]热炽盛或阴虚火旺所致,多为胃热炽盛或阴虚火旺所致,['胃']
 [[MASK]分析]齿龈为阳明胃经所过之处, [病机分析] 齿龈为阳明胃经所过之处,['病机']
胃热上[MASK]，故头痛[MASK],胃热上蒸，故头痛口臭,"['蒸', '口臭']"
热结阳明，大肠传导失司故[MASK],热结阳明，大肠传导失司故便秘,['便秘']
[MASK]黄，脉洪数，为胃肠实热之象,舌苔黄，脉洪数，为胃肠实热之象,['舌苔']
 [[MASK]分析]肾阴虚，虚火上浮，灼伤脉络，故齿龈出血，血色淡红, [病机分析] 肾阴虚，虚火上浮，灼伤脉络，故齿龈出血，血色淡红,['病机']
[MASK]，齿为骨之余，阴虚火动则龈浮齿摇，微有疼痛,肾主骨，齿为骨之余，阴虚火动则龈浮齿摇，微有疼痛,['肾主骨']
"咯[MASK]
","咯 血
",['血']
 [MASK]为肺络受伤，血溢气道，常伴随[MASK]而出的病证, 咯血为肺络受伤，血溢气道，常伴随咳嗽而出的病证,"['咯血', '咳嗽']"
本证的病变部位在[MASK]，其病变性质多属[MASK]，但有[MASK]之分和外感内伤之别,本证的病变部位在肺，其病变性质多属热证，但有虚实之分和外感内伤之别,"['肺', '热证', '虚实']"
 [证候][MASK]喉痒，[MASK]中带[MASK]，血色鲜红，[MASK]鼻燥，[MASK]红，[MASK]薄黄，[MASK]浮数, [证候] 咳嗽喉痒，痰中带血，血色鲜红，咽干鼻燥，舌质红，舌苔薄黄，脉浮数,"['咳嗽', '痰', '血', '咽干', '舌质', '舌苔', '脉']"
 [证候][MASK]，兼[MASK][MASK]，胸胁引痛，[MASK]易怒，舌边红，苔黄，脉弦数, [证候] 咯血，兼咳嗽气逆，胸胁引痛，烦躁易怒，舌边红，苔黄，脉弦数,"['咯血', '咳嗽', '气逆', '烦躁']"
 [治法]清肝泻[MASK]，[MASK]止血, [治法] 清肝泻肺，和络止血,"['肺', '和络']"
 [针灸治疗]可选取太冲、[MASK]俞、经渠、太溪、内关、鱼际，刺[MASK]以泻为主、补为辅, [针灸治疗] 可选取太冲、肝俞、经渠、太溪、内关、鱼际，刺灸法以泻为主、补为辅,"['肝', '灸法']"
 [证候][MASK]，或[MASK]中带[MASK]，[MASK]少痰，[MASK]咽躁，声音不扬，甚或[MASK]，或兼见[MASK]，头晕[MASK]，腰酸[MASK], [证候] 咯血，或痰中带血，咳嗽少痰，口干咽躁，声音不扬，甚或失音，或兼见潮热，头晕耳鸣，腰酸遗精,"['咯血', '痰', '血', '咳嗽', '口干', '失音', '潮热', '耳鸣', '遗精']"
 [方药]百合固金汤（生地黄、熟地黄、麦冬、贝母、百合、当归、[MASK]芍药、甘草、玄参、桔梗）加减, [方药] 百合固金汤（生地黄、熟地黄、麦冬、贝母、百合、当归、炒芍药、甘草、玄参、桔梗）加减,['炒']
反复[MASK]，量多者，加阿胶、三七末、白及等,反复咯血，量多者，加阿胶、三七末、白及等,['咯血']
" 【[MASK]】
"," 【辨证论治】
",['辨证论治']
 [证候][MASK]鲜红或紫暗，可夹有食物残渣，兼有胸腹[MASK]，[MASK]唇红，大[MASK]结，或黑便，或柏油样便，[MASK]红，[MASK]黄腻，脉滑数, [证候] 吐血鲜红或紫暗，可夹有食物残渣，兼有胸腹闷痛，口臭唇红，大便秘结，或黑便，或柏油样便，舌质红，舌苔黄腻，脉滑数,"['吐血', '闷痛', '口臭', '便秘', '舌质', '舌苔']"
 [证候][MASK]，[MASK][MASK]，[MASK]易怒，头痛目赤，舌边红，[MASK]弦滑, [证候] 吐血，口苦胁痛，心烦易怒，头痛目赤，舌边红，脉弦滑,"['吐血', '口苦', '胁痛', '心烦', '脉']"
 [治法]泻[MASK]清胃止血, [治法] 泻肝清胃止血,['肝']
 [针灸治疗]可选取合谷、太冲、[MASK]俞、公孙、内关、梁丘、风池，用泻法, [针灸治疗] 可选取合谷、太冲、肝俞、公孙、内关、梁丘、风池，用泻法,['肝']
 [证候][MASK]时轻时重，血色暗淡，[MASK]气短，[MASK]，[MASK]纳少，四肢欠温，大便色黑，[MASK]淡，[MASK]细弱, [证候] 吐血时轻时重，血色暗淡，心悸气短，面色苍白，厌食纳少，四肢欠温，大便色黑，舌质淡，脉细弱,"['吐血', '心悸', '面色苍白', '厌食', '舌质', '脉']"
 [治法][MASK]摄血，兼以止血, [治法] 补气摄血，兼以止血,['补气']
 [针灸治疗]可选取[MASK]俞、[MASK]俞、关元、天枢、中脘、足三里，用[MASK], [针灸治疗] 可选取脾俞、胃俞、关元、天枢、中脘、足三里，用补法,"['脾', '胃', '补法']"
 [MASK]是指小便中混有血液，或伴有血块夹杂而下的病证, 尿血是指小便中混有血液，或伴有血块夹杂而下的病证,['尿血']
[MASK]多无明显疼痛，或有轻微[MASK]或热痛，不若血淋的滴沥涩痛，痛苦难忍,尿血多无明显疼痛，或有轻微胀痛或热痛，不若血淋的滴沥涩痛，痛苦难忍,"['尿血', '胀痛']"
故一般以痛为[MASK]，不痛为[MASK],故一般以痛为血淋，不痛为尿血,"['血淋', '尿血']"
《内经》称之为“溲[MASK]”“溺血”，《金匮要略》称之为“[MASK]”,《内经》称之为“溲血”“溺血”，《金匮要略》称之为“尿血”,"['血', '尿血']"
[MASK]主要是[MASK]与膀胱蓄热，[MASK]、[MASK]、小肠之火下移膀胱，热伤[MASK]所致,尿血主要是肾与膀胱蓄热，心、肝、小肠之火下移膀胱，热伤血络所致,"['尿血', '肾', '心', '肝', '血络']"
若[MASK]受损，[MASK]不能统血，也可致[MASK],若中气受损，脾不能统血，也可致尿血,"['中气', '脾', '尿血']"
 [证候]小便短赤带[MASK]，[MASK][MASK]，腰膝酸软，[MASK][MASK]，[MASK]红，脉细数, [证候] 小便短赤带血，目眩耳鸣，腰膝酸软，心烦失眠，舌质红，脉细数,"['血', '目眩', '耳鸣', '心烦', '失眠', '舌质']"
 [治法][MASK]清火, [治法] 滋阴清火,['滋阴']
 [针灸治疗]可选取[MASK]俞、太溪、阴谷、复溜、中极、行间，予补泻兼施, [针灸治疗] 可选取肾俞、太溪、阴谷、复溜、中极、行间，予补泻兼施,['肾']
 [证候]小便频数带血，血色淡红，食欲不振，倦怠[MASK]，面色萎黄或zaozi002白，[MASK]淡，[MASK]虚弱, [证候] 小便频数带血，血色淡红，食欲不振，倦怠乏力，面色萎黄或zaozi002白，舌质淡，脉虚弱,"['乏力', '舌质', '脉']"
 [针灸治疗]可选取膀胱俞、关元、[MASK]、水道、三阴交、[MASK]俞，用[MASK], [针灸治疗] 可选取膀胱俞、关元、气海、水道、三阴交、脾俞，用补法,"['气海', '脾', '补法']"
 [MASK]是胃肠脉络受损所引起的病证，其特点是[MASK]从大便而下，或在大便之前，或在大便之后，或单纯下血，或[MASK]粪相混, 便血是胃肠脉络受损所引起的病证，其特点是血从大便而下，或在大便之前，或在大便之后，或单纯下血，或血粪相混,"['便血', '血', '血']"
因[MASK]的前后不同，故有近血，远血之分,因便血的前后不同，故有近血，远血之分,['便血']
血色清而鲜红者称为“[MASK]”，血色浊而紫黯者称为“[MASK]”,血色清而鲜红者称为“肠风”，血色浊而紫黯者称为“脏毒”,"['肠风', '脏毒']"
